regio_level,Vuosi,aluekoodi,aluenimi,kuntanimi,kuntanro,variable,value,hyvinvointialue_code,hyvinvointialue_name_fi
Postinumeroalueet,2022-2024,p59530,Mikkolanniemi (Parikkala),Parikkala,580,Kokonaislukema (med.),110.0195030880624,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59610,Tarnala (Parikkala),Parikkala,580,Peruskoulutuksen omaavat (med.),135.6233891605565,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59610,Tarnala (Parikkala),Parikkala,580,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),156.774277967887,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59610,Tarnala (Parikkala),Parikkala,580,Työttömät (med.),165.4543004692426,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59610,Tarnala (Parikkala),Parikkala,580,Kokonaislukema (med.),152.61732253256204,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59710,Kummunkylä (Parikkala),Parikkala,580,Peruskoulutuksen omaavat (med.),117.2032427314696,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59710,Kummunkylä (Parikkala),Parikkala,580,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),163.0670983583243,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59710,Kummunkylä (Parikkala),Parikkala,580,Työttömät (med.),152.8194227287945,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59710,Kummunkylä (Parikkala),Parikkala,580,Kokonaislukema (med.),144.36325460619614,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59720,Niukkala (Parikkala),Parikkala,580,Peruskoulutuksen omaavat (med.),118.4323067042369,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59720,Niukkala (Parikkala),Parikkala,580,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),160.2291774610061,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59720,Niukkala (Parikkala),Parikkala,580,Työttömät (med.),112.0355686784057,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59720,Niukkala (Parikkala),Parikkala,580,Kokonaislukema (med.),130.2323509478829,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59730,Uukuniemi (Parikkala),Parikkala,580,Peruskoulutuksen omaavat (med.),122.2473677149738,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59730,Uukuniemi (Parikkala),Parikkala,580,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),125.3088134747658,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59730,Uukuniemi (Parikkala),Parikkala,580,Työttömät (med.),130.362375012598,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59730,Uukuniemi (Parikkala),Parikkala,580,Kokonaislukema (med.),125.97285206744588,11,Etelä-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59800,Kesälahti Keskus (Kitee),Kitee,260,Peruskoulutuksen omaavat (med.),129.5254035515111,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59800,Kesälahti Keskus (Kitee),Kitee,260,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),115.385700586346,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59800,Kesälahti Keskus (Kitee),Kitee,260,Työttömät (med.),148.9066828288259,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59800,Kesälahti Keskus (Kitee),Kitee,260,Kokonaislukema (med.),131.272595655561,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59810,Suurikylä (Kitee),Kitee,260,Peruskoulutuksen omaavat (med.),92.83197354461113,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59810,Suurikylä (Kitee),Kitee,260,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),127.8686431744082,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59810,Suurikylä (Kitee),Kitee,260,Työttömät (med.),147.4682964176199,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59810,Suurikylä (Kitee),Kitee,260,Kokonaislukema (med.),122.72297104554643,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59820,Purujärvi-Rajavaara (Kitee),Kitee,260,Peruskoulutuksen omaavat (med.),105.1945241636306,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59820,Purujärvi-Rajavaara (Kitee),Kitee,260,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),119.3773013412537,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59820,Purujärvi-Rajavaara (Kitee),Kitee,260,Työttömät (med.),119.3161105566703,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p59820,Purujärvi-Rajavaara (Kitee),Kitee,260,Kokonaislukema (med.),114.62931202051821,14,Pohjois-Karjalan hyvinvointialue
Postinumeroalueet,2022-2024,p60100,Seinäjoki Keskus (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),88.37230339814522,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60100,Seinäjoki Keskus (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),107.9872380167205,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60100,Seinäjoki Keskus (Seinäjoki),Seinäjoki,743,Työttömät (med.),122.7047257133823,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60100,Seinäjoki Keskus (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),106.354755709416,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60120,Pohja (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),79.1653420442621,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60120,Pohja (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),81.5641880024846,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60120,Pohja (Seinäjoki),Seinäjoki,743,Työttömät (med.),127.2938539826734,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60120,Pohja (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),96.00779467647335,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60150,Kasperi (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),94.33410089300477,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60150,Kasperi (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),90.16586767518191,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60150,Kasperi (Seinäjoki),Seinäjoki,743,Työttömät (med.),141.4029087063777,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60150,Kasperi (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),108.63429242485479,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60200,Törnävä (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),48.8731615425125,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60200,Törnävä (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),62.43752350420368,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60200,Törnävä (Seinäjoki),Seinäjoki,743,Työttömät (med.),79.76432266186838,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60200,Törnävä (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),63.691669236194855,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60220,Huhtala (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),69.03570919548662,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60220,Huhtala (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),81.61919471030095,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60220,Huhtala (Seinäjoki),Seinäjoki,743,Työttömät (med.),86.67468193056324,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60220,Huhtala (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),79.10986194545028,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60280,Eskoon Keskuslaitosalue (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),309.1785132474491,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60280,Eskoon Keskuslaitosalue (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),16.96961738937968,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60280,Eskoon Keskuslaitosalue (Seinäjoki),Seinäjoki,743,Työttömät (med.),12.76430703741525,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60280,Eskoon Keskuslaitosalue (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),112.97081255808132,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60320,Alakylä-Jouppi (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),67.21877452039558,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60320,Alakylä-Jouppi (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),88.89917620544198,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60320,Alakylä-Jouppi (Seinäjoki),Seinäjoki,743,Työttömät (med.),92.5082034639517,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60320,Alakylä-Jouppi (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),82.87538472992975,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60420,Impivaara (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),44.80022455684905,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60420,Impivaara (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),63.49336141401506,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60420,Impivaara (Seinäjoki),Seinäjoki,743,Työttömät (med.),54.62037429839851,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60420,Impivaara (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),54.30465342308754,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60450,Munakka (Ilmajoki),Ilmajoki,145,Peruskoulutuksen omaavat (med.),61.88143247928859,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60450,Munakka (Ilmajoki),Ilmajoki,145,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),47.13479347658635,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60450,Munakka (Ilmajoki),Ilmajoki,145,Työttömät (med.),73.59893663271653,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60450,Munakka (Ilmajoki),Ilmajoki,145,Kokonaislukema (med.),60.87172086286383,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60510,Hyllykallio (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),48.05100232625048,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60510,Hyllykallio (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),55.53711379130456,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60510,Hyllykallio (Seinäjoki),Seinäjoki,743,Työttömät (med.),65.90656242480419,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60510,Hyllykallio (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),56.49822618078641,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60550,Nurmo Keskus (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),77.35072915267291,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60550,Nurmo Keskus (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),71.54897993839619,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60550,Nurmo Keskus (Seinäjoki),Seinäjoki,743,Työttömät (med.),73.04514281552527,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60550,Nurmo Keskus (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),73.98161730219812,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60560,Halkosaari (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),59.96517982194879,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60560,Halkosaari (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),62.3046180983625,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60560,Halkosaari (Seinäjoki),Seinäjoki,743,Työttömät (med.),60.3169009604924,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60560,Halkosaari (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),60.862232960267896,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60640,Kurjenneva (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),54.96610772136307,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60640,Kurjenneva (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),75.0187006160061,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60640,Kurjenneva (Seinäjoki),Seinäjoki,743,Työttömät (med.),51.9133698292258,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60640,Kurjenneva (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),60.632726055531656,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60720,Tuomikylä (Ilmajoki),Ilmajoki,145,Peruskoulutuksen omaavat (med.),47.84696447638512,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60720,Tuomikylä (Ilmajoki),Ilmajoki,145,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),57.46589535770232,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60720,Tuomikylä (Ilmajoki),Ilmajoki,145,Työttömät (med.),53.71474212024794,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60720,Tuomikylä (Ilmajoki),Ilmajoki,145,Kokonaislukema (med.),53.00920065144513,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60760,Pojanluoma (Ilmajoki),Ilmajoki,145,Peruskoulutuksen omaavat (med.),69.3926611638961,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60760,Pojanluoma (Ilmajoki),Ilmajoki,145,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),79.28038366488452,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60760,Pojanluoma (Ilmajoki),Ilmajoki,145,Työttömät (med.),38.04348730418281,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60760,Pojanluoma (Ilmajoki),Ilmajoki,145,Kokonaislukema (med.),62.23884404432115,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60800,Ilmajoki Keskus (Ilmajoki),Ilmajoki,145,Peruskoulutuksen omaavat (med.),88.79541318752247,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60800,Ilmajoki Keskus (Ilmajoki),Ilmajoki,145,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),86.49898729120807,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60800,Ilmajoki Keskus (Ilmajoki),Ilmajoki,145,Työttömät (med.),69.58263198786324,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p60800,Ilmajoki Keskus (Ilmajoki),Ilmajoki,145,Kokonaislukema (med.),81.6256774888646,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61100,Peräseinäjoki Keskus (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),115.6650216201633,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61100,Peräseinäjoki Keskus (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),102.2207584301687,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61100,Peräseinäjoki Keskus (Seinäjoki),Seinäjoki,743,Työttömät (med.),91.1290563024811,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61100,Peräseinäjoki Keskus (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),103.00494545093771,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61110,Vuolle (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),97.30721393774392,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61110,Vuolle (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),98.01321467158358,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61110,Vuolle (Seinäjoki),Seinäjoki,743,Työttömät (med.),52.44702007424383,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61110,Vuolle (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),82.58914956119044,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61120,Louko (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),70.77756281460333,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61120,Louko (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),77.78218307665304,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61120,Louko (Seinäjoki),Seinäjoki,743,Työttömät (med.),53.20646021817069,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61120,Louko (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),67.25540203647569,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61140,Pasto (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),80.14639630732484,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61140,Pasto (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),115.4077045282741,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61140,Pasto (Seinäjoki),Seinäjoki,743,Työttömät (med.),72.20609970371534,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61140,Pasto (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),89.25340017977142,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61150,Sydänmaa (Alavus),Alavus,10,Peruskoulutuksen omaavat (med.),146.349831825242,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61150,Sydänmaa (Alavus),Alavus,10,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),69.19037767456187,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61150,Sydänmaa (Alavus),Alavus,10,Työttömät (med.),52.74419521904735,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61150,Sydänmaa (Alavus),Alavus,10,Kokonaislukema (med.),89.42813490628374,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61160,Koura (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),104.0765855330954,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61160,Koura (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),90.27719961436894,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61160,Koura (Seinäjoki),Seinäjoki,743,Työttömät (med.),90.504164212962,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61160,Koura (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),94.95264978680878,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61170,Sääskiniemi (Alavus),Alavus,10,Peruskoulutuksen omaavat (med.),97.17270789190201,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61170,Sääskiniemi (Alavus),Alavus,10,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),135.3109832029995,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61170,Sääskiniemi (Alavus),Alavus,10,Työttömät (med.),127.5333149879095,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61170,Sääskiniemi (Alavus),Alavus,10,Kokonaislukema (med.),120.00566869427034,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61180,Haapaluoma (Seinäjoki),Seinäjoki,743,Peruskoulutuksen omaavat (med.),111.4711386073553,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61180,Haapaluoma (Seinäjoki),Seinäjoki,743,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),119.50769023207759,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61180,Haapaluoma (Seinäjoki),Seinäjoki,743,Työttömät (med.),105.617711907672,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61180,Haapaluoma (Seinäjoki),Seinäjoki,743,Kokonaislukema (med.),112.19884691570162,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61220,Myllysalo (Kurikka),Kurikka,301,Peruskoulutuksen omaavat (med.),102.3700858155248,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61220,Myllysalo (Kurikka),Kurikka,301,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),108.1717983439098,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61220,Myllysalo (Kurikka),Kurikka,301,Työttömät (med.),114.0678313040822,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61220,Myllysalo (Kurikka),Kurikka,301,Kokonaislukema (med.),108.20323848783893,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61230,Luopa (Kurikka),Kurikka,301,Peruskoulutuksen omaavat (med.),86.94422996713651,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61230,Luopa (Kurikka),Kurikka,301,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),103.091476211022,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61230,Luopa (Kurikka),Kurikka,301,Työttömät (med.),72.52652050621316,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61230,Luopa (Kurikka),Kurikka,301,Kokonaislukema (med.),87.5207422281239,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61250,Jalasto (Kurikka),Kurikka,301,Peruskoulutuksen omaavat (med.),86.33877921371993,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61250,Jalasto (Kurikka),Kurikka,301,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),99.06493928756002,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61250,Jalasto (Kurikka),Kurikka,301,Työttömät (med.),81.03432713539817,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61250,Jalasto (Kurikka),Kurikka,301,Kokonaislukema (med.),88.8126818788927,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61270,Luopajärvi (Kurikka),Kurikka,301,Peruskoulutuksen omaavat (med.),83.23596313166176,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61270,Luopajärvi (Kurikka),Kurikka,301,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),96.57617090325293,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61270,Luopajärvi (Kurikka),Kurikka,301,Työttömät (med.),72.61947783107773,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61270,Luopajärvi (Kurikka),Kurikka,301,Kokonaislukema (med.),84.14387062199746,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61280,Jokipii (Kurikka),Kurikka,301,Peruskoulutuksen omaavat (med.),111.2080228113209,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61280,Jokipii (Kurikka),Kurikka,301,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),77.63797348063555,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61280,Jokipii (Kurikka),Kurikka,301,Työttömät (med.),68.55073003183583,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61280,Jokipii (Kurikka),Kurikka,301,Kokonaislukema (med.),85.79890877459742,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61290,Taivalmaa (Kurikka),Kurikka,301,Peruskoulutuksen omaavat (med.),85.36003108279004,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61290,Taivalmaa (Kurikka),Kurikka,301,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),103.0790315547547,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61290,Taivalmaa (Kurikka),Kurikka,301,Työttömät (med.),20.3538950056081,16,Etelä-Pohjanmaan hyvinvointialue
Postinumeroalueet,2022-2024,p61290,Taivalmaa (Kurikka),Kurikka,301,Kokonaislukema (med.),69.59765254771762,16,Etelä-Pohjanmaan hyvinvointialue
