regio_level,Vuosi,aluekoodi,aluenimi,kuntanimi,kuntanro,variable,value,hyvinvointialue_code,hyvinvointialue_name_fi
Postinumeroalueet,2022-2024,p02810,Gumböle-Karhusuo (Espoo),Espoo,49,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),59.35775483734761,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02810,Gumböle-Karhusuo (Espoo),Espoo,49,Työttömät (med.),70.9887580394951,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02810,Gumböle-Karhusuo (Espoo),Espoo,49,Kokonaislukema (med.),66.663561326028,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02820,Nupuri-Nuuksio (Espoo),Espoo,49,Peruskoulutuksen omaavat (med.),79.24100534385316,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02820,Nupuri-Nuuksio (Espoo),Espoo,49,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),71.19076664893994,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02820,Nupuri-Nuuksio (Espoo),Espoo,49,Työttömät (med.),60.92745657671321,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02820,Nupuri-Nuuksio (Espoo),Espoo,49,Kokonaislukema (med.),70.45307618983544,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02860,Siikajärvi (Espoo),Espoo,49,Peruskoulutuksen omaavat (med.),88.33313140166383,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02860,Siikajärvi (Espoo),Espoo,49,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),79.36309901656236,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02860,Siikajärvi (Espoo),Espoo,49,Työttömät (med.),81.96724602799884,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02860,Siikajärvi (Espoo),Espoo,49,Kokonaislukema (med.),83.22115881540834,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02880,Veikkola (Kirkkonummi),Kirkkonummi,257,Peruskoulutuksen omaavat (med.),70.68430945575143,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02880,Veikkola (Kirkkonummi),Kirkkonummi,257,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),66.21016873005475,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02880,Veikkola (Kirkkonummi),Kirkkonummi,257,Työttömät (med.),54.63617540528593,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02880,Veikkola (Kirkkonummi),Kirkkonummi,257,Kokonaislukema (med.),63.843551197030706,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02920,Niipperi (Espoo),Espoo,49,Peruskoulutuksen omaavat (med.),76.34754875939713,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02920,Niipperi (Espoo),Espoo,49,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),62.48155739154934,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02920,Niipperi (Espoo),Espoo,49,Työttömät (med.),79.09185964151108,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02920,Niipperi (Espoo),Espoo,49,Kokonaislukema (med.),72.64032193081918,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02940,Lippajärvi-Järvenperä (Espoo),Espoo,49,Peruskoulutuksen omaavat (med.),78.32897871140659,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02940,Lippajärvi-Järvenperä (Espoo),Espoo,49,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),70.51354243639904,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02940,Lippajärvi-Järvenperä (Espoo),Espoo,49,Työttömät (med.),96.98671958345312,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02940,Lippajärvi-Järvenperä (Espoo),Espoo,49,Kokonaislukema (med.),81.94308024375292,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02970,Kalajärvi (Espoo),Espoo,49,Peruskoulutuksen omaavat (med.),75.77353770175822,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02970,Kalajärvi (Espoo),Espoo,49,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),67.19849152943877,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02970,Kalajärvi (Espoo),Espoo,49,Työttömät (med.),76.79893742301664,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02970,Kalajärvi (Espoo),Espoo,49,Kokonaislukema (med.),73.25698888473788,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02980,Lakisto (Espoo),Espoo,49,Peruskoulutuksen omaavat (med.),134.275493121542,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02980,Lakisto (Espoo),Espoo,49,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),84.03832011693349,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02980,Lakisto (Espoo),Espoo,49,Työttömät (med.),138.4838429618507,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p02980,Lakisto (Espoo),Espoo,49,Kokonaislukema (med.),118.93255206677541,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03100,Nummela (Vihti),Vihti,927,Peruskoulutuksen omaavat (med.),96.6665570211931,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03100,Nummela (Vihti),Vihti,927,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),65.24242230578264,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03100,Nummela (Vihti),Vihti,927,Työttömät (med.),97.38650109483264,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03100,Nummela (Vihti),Vihti,927,Kokonaislukema (med.),86.43182680726945,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03150,Huhmari (Vihti),Vihti,927,Peruskoulutuksen omaavat (med.),83.77549044201594,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03150,Huhmari (Vihti),Vihti,927,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),73.08600625516584,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03150,Huhmari (Vihti),Vihti,927,Työttömät (med.),100.070293211078,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03150,Huhmari (Vihti),Vihti,927,Kokonaislukema (med.),85.64392996941994,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03220,Tervalampi (Vihti),Vihti,927,Peruskoulutuksen omaavat (med.),87.13613566887452,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03220,Tervalampi (Vihti),Vihti,927,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),60.44235663735707,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03220,Tervalampi (Vihti),Vihti,927,Työttömät (med.),75.31348550629477,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03220,Tervalampi (Vihti),Vihti,927,Kokonaislukema (med.),74.29732593750879,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03250,Ojakkala (Vihti),Vihti,927,Peruskoulutuksen omaavat (med.),86.1910173370765,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03250,Ojakkala (Vihti),Vihti,927,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),62.34014306778383,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03250,Ojakkala (Vihti),Vihti,927,Työttömät (med.),76.80497586559099,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03250,Ojakkala (Vihti),Vihti,927,Kokonaislukema (med.),75.11204542348376,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03300,Otalampi (Vihti),Vihti,927,Peruskoulutuksen omaavat (med.),93.11888285826477,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03300,Otalampi (Vihti),Vihti,927,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),77.89529787329121,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03300,Otalampi (Vihti),Vihti,927,Työttömät (med.),79.88453078436936,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03300,Otalampi (Vihti),Vihti,927,Kokonaislukema (med.),83.63290383864178,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03320,Selki (Vihti),Vihti,927,Peruskoulutuksen omaavat (med.),84.94495561689257,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03320,Selki (Vihti),Vihti,927,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),92.10909403735708,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03320,Selki (Vihti),Vihti,927,Työttömät (med.),109.5110085436265,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03320,Selki (Vihti),Vihti,927,Kokonaislukema (med.),95.52168606595872,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03400,Vihti Kirkonkylä (Vihti),Vihti,927,Peruskoulutuksen omaavat (med.),93.47167207841369,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03400,Vihti Kirkonkylä (Vihti),Vihti,927,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),75.58645046034638,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03400,Vihti Kirkonkylä (Vihti),Vihti,927,Työttömät (med.),92.7590754973886,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03400,Vihti Kirkonkylä (Vihti),Vihti,927,Kokonaislukema (med.),87.2723993453829,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03430,Jokikunta (Vihti),Vihti,927,Peruskoulutuksen omaavat (med.),74.05113207819981,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03430,Jokikunta (Vihti),Vihti,927,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),71.03449879149024,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03430,Jokikunta (Vihti),Vihti,927,Työttömät (med.),101.141695562862,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03430,Jokikunta (Vihti),Vihti,927,Kokonaislukema (med.),82.07577547751735,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03600,Karkkila Keskus (Karkkila),Karkkila,224,Peruskoulutuksen omaavat (med.),128.666873146424,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03600,Karkkila Keskus (Karkkila),Karkkila,224,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),90.25972328297807,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03600,Karkkila Keskus (Karkkila),Karkkila,224,Työttömät (med.),118.4867835205804,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03600,Karkkila Keskus (Karkkila),Karkkila,224,Kokonaislukema (med.),112.47112664999416,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03620,Polari (Karkkila),Karkkila,224,Peruskoulutuksen omaavat (med.),132.1200064379455,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03620,Polari (Karkkila),Karkkila,224,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),92.25323433466126,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03620,Polari (Karkkila),Karkkila,224,Työttömät (med.),137.5523441091457,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03620,Polari (Karkkila),Karkkila,224,Kokonaislukema (med.),120.64186162725082,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03710,Uusitalo (Karkkila),Karkkila,224,Peruskoulutuksen omaavat (med.),93.75846520899282,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03710,Uusitalo (Karkkila),Karkkila,224,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),97.1348297536309,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03710,Uusitalo (Karkkila),Karkkila,224,Työttömät (med.),121.7128904560898,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03710,Uusitalo (Karkkila),Karkkila,224,Kokonaislukema (med.),104.20206180623784,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03790,Vihtijärvi (Vihti),Vihti,927,Peruskoulutuksen omaavat (med.),95.15913328872419,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03790,Vihtijärvi (Vihti),Vihti,927,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.51390739050802,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03790,Vihtijärvi (Vihti),Vihti,927,Työttömät (med.),104.3547483844877,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03790,Vihtijärvi (Vihti),Vihti,927,Kokonaislukema (med.),91.3425963545733,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03810,Ikkala (Lohja),Lohja,444,Peruskoulutuksen omaavat (med.),117.7519625567027,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03810,Ikkala (Lohja),Lohja,444,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),90.49806735720955,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03810,Ikkala (Lohja),Lohja,444,Työttömät (med.),121.4457307909979,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03810,Ikkala (Lohja),Lohja,444,Kokonaislukema (med.),109.8985869016367,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03850,Pusula (Lohja),Lohja,444,Peruskoulutuksen omaavat (med.),121.6433767031679,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03850,Pusula (Lohja),Lohja,444,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),94.25334598849287,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03850,Pusula (Lohja),Lohja,444,Työttömät (med.),114.7237603046817,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03850,Pusula (Lohja),Lohja,444,Kokonaislukema (med.),110.2068276654475,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03870,Hyönölä (Lohja),Lohja,444,Peruskoulutuksen omaavat (med.),112.8778354950295,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03870,Hyönölä (Lohja),Lohja,444,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),93.71251022886776,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03870,Hyönölä (Lohja),Lohja,444,Työttömät (med.),86.37154751987916,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p03870,Hyönölä (Lohja),Lohja,444,Kokonaislukema (med.),97.65396441459215,3,Länsi-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04130,Sipoo (Sipoo),Sipoo,753,Peruskoulutuksen omaavat (med.),90.52965511456578,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04130,Sipoo (Sipoo),Sipoo,753,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),67.34850675777653,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04130,Sipoo (Sipoo),Sipoo,753,Työttömät (med.),85.68336062333461,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04130,Sipoo (Sipoo),Sipoo,753,Kokonaislukema (med.),81.18717416522564,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04150,Martinkylä (Sipoo),Sipoo,753,Peruskoulutuksen omaavat (med.),79.1792431332086,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04150,Martinkylä (Sipoo),Sipoo,753,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),79.60947861144159,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04150,Martinkylä (Sipoo),Sipoo,753,Työttömät (med.),88.04671676726657,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04150,Martinkylä (Sipoo),Sipoo,753,Kokonaislukema (med.),82.27847950397226,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04170,Paippinen (Sipoo),Sipoo,753,Peruskoulutuksen omaavat (med.),82.0384687757518,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04170,Paippinen (Sipoo),Sipoo,753,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),67.40346342964416,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04170,Paippinen (Sipoo),Sipoo,753,Työttömät (med.),58.72179481927638,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04170,Paippinen (Sipoo),Sipoo,753,Kokonaislukema (med.),69.38790900822413,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04200,Kerava Keskus (Kerava),Kerava,245,Peruskoulutuksen omaavat (med.),109.8654356543626,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04200,Kerava Keskus (Kerava),Kerava,245,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),70.97617257029633,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04200,Kerava Keskus (Kerava),Kerava,245,Työttömät (med.),124.5371010258685,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04200,Kerava Keskus (Kerava),Kerava,245,Kokonaislukema (med.),101.79290308350915,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04220,Ahjo-Kaskela (Kerava),Kerava,245,Peruskoulutuksen omaavat (med.),103.2330641724738,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04220,Ahjo-Kaskela (Kerava),Kerava,245,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),71.14744936538669,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04220,Ahjo-Kaskela (Kerava),Kerava,245,Työttömät (med.),121.1197801825723,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04220,Ahjo-Kaskela (Kerava),Kerava,245,Kokonaislukema (med.),98.50009790681094,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04230,Pihkaniitty (Kerava),Kerava,245,Peruskoulutuksen omaavat (med.),79.30505278260314,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04230,Pihkaniitty (Kerava),Kerava,245,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),58.09283666356861,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04230,Pihkaniitty (Kerava),Kerava,245,Työttömät (med.),82.67279764385933,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04230,Pihkaniitty (Kerava),Kerava,245,Kokonaislukema (med.),73.35689569667703,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04240,Talma (Sipoo),Sipoo,753,Peruskoulutuksen omaavat (med.),87.38049101283268,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04240,Talma (Sipoo),Sipoo,753,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),72.75453249103857,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04240,Talma (Sipoo),Sipoo,753,Työttömät (med.),68.20633820786324,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04240,Talma (Sipoo),Sipoo,753,Kokonaislukema (med.),76.11378723724484,1,Itä-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04250,Alikerava (Kerava),Kerava,245,Peruskoulutuksen omaavat (med.),130.1260419085266,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04250,Alikerava (Kerava),Kerava,245,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),87.00472344228875,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04250,Alikerava (Kerava),Kerava,245,Työttömät (med.),176.8354140559147,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04250,Alikerava (Kerava),Kerava,245,Kokonaislukema (med.),131.32205980224333,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04260,Savio (Kerava),Kerava,245,Peruskoulutuksen omaavat (med.),111.2228856496448,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04260,Savio (Kerava),Kerava,245,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),74.64386190955996,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04260,Savio (Kerava),Kerava,245,Työttömät (med.),130.699931391069,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04260,Savio (Kerava),Kerava,245,Kokonaislukema (med.),105.52222631675791,4,Vantaan ja Keravan hyvinvointialue
Postinumeroalueet,2022-2024,p04300,Hyrylä (Tuusula),Tuusula,858,Peruskoulutuksen omaavat (med.),92.50913583946321,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04300,Hyrylä (Tuusula),Tuusula,858,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),65.70096797152263,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04300,Hyrylä (Tuusula),Tuusula,858,Työttömät (med.),97.34703904038471,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04300,Hyrylä (Tuusula),Tuusula,858,Kokonaislukema (med.),85.18571428379019,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04310,Tuusula Kirkonkylä (Tuusula),Tuusula,858,Peruskoulutuksen omaavat (med.),70.03314909661893,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04310,Tuusula Kirkonkylä (Tuusula),Tuusula,858,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),63.64941853976266,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04310,Tuusula Kirkonkylä (Tuusula),Tuusula,858,Työttömät (med.),68.70615601308593,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04310,Tuusula Kirkonkylä (Tuusula),Tuusula,858,Kokonaislukema (med.),67.46290788315584,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04320,Riihikallio (Tuusula),Tuusula,858,Peruskoulutuksen omaavat (med.),99.73372942083068,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04320,Riihikallio (Tuusula),Tuusula,858,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),55.53213232957551,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04320,Riihikallio (Tuusula),Tuusula,858,Työttömät (med.),83.478320351214,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04320,Riihikallio (Tuusula),Tuusula,858,Kokonaislukema (med.),79.5813940338734,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04330,Lahela (Tuusula),Tuusula,858,Peruskoulutuksen omaavat (med.),67.66178873904056,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04330,Lahela (Tuusula),Tuusula,858,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),56.09021924121635,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04330,Lahela (Tuusula),Tuusula,858,Työttömät (med.),65.5715270343348,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04330,Lahela (Tuusula),Tuusula,858,Kokonaislukema (med.),63.1078450048639,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04340,Mattila (Tuusula),Tuusula,858,Peruskoulutuksen omaavat (med.),78.5406798188529,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04340,Mattila (Tuusula),Tuusula,858,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),61.11770587101653,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04340,Mattila (Tuusula),Tuusula,858,Työttömät (med.),91.83799620389128,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04340,Mattila (Tuusula),Tuusula,858,Kokonaislukema (med.),77.16546063125357,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04350,Nahkela (Tuusula),Tuusula,858,Peruskoulutuksen omaavat (med.),80.20554332592174,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04350,Nahkela (Tuusula),Tuusula,858,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),67.58764807295998,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04350,Nahkela (Tuusula),Tuusula,858,Työttömät (med.),60.84053468380968,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04350,Nahkela (Tuusula),Tuusula,858,Kokonaislukema (med.),69.54457536089713,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04360,Ruotsinkylä-Kiilinmäki (Tuusula),Tuusula,858,Peruskoulutuksen omaavat (med.),118.9182950552754,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04360,Ruotsinkylä-Kiilinmäki (Tuusula),Tuusula,858,Alimpaan tuloluokkaan kuuluvat täysi-ikäiset (med.),88.90206829153092,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04360,Ruotsinkylä-Kiilinmäki (Tuusula),Tuusula,858,Työttömät (med.),91.94275611375723,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04360,Ruotsinkylä-Kiilinmäki (Tuusula),Tuusula,858,Kokonaislukema (med.),99.92103982018784,2,Keski-Uudenmaan hyvinvointialue
Postinumeroalueet,2022-2024,p04370,Rusutjärvi (Tuusula),Tuusula,858,Peruskoulutuksen omaavat (med.),89.1844070095973,2,Keski-Uudenmaan hyvinvointialue
